,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Points,salary,variance,stdev
884,Edwin Encarnacion,Rougned Odor,George Springer,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.98825,50000.0,212.333242849,14.5716588914
885,Steven Moya,Miguel Cabrera,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,108.987916667,48500.0,388.810182842,19.7182702802
886,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Brian Dozier,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.987583333,50000.0,220.431543492,14.8469371755
887,Troy Tulowitzki,Ian Kinsler,Victor Martinez,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.98725,49900.0,298.341024643,17.2725511909
888,Russell Martin,Miguel Cabrera,Nomar Mazara,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.986916667,48700.0,298.217865856,17.2689856638
889,Miguel Cabrera,Victor Martinez,Starlin Castro,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.986583333,49700.0,295.570378316,17.1921603737
890,Edwin Encarnacion,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,108.985583333,49200.0,345.47643666,18.58699644
891,Miguel Cabrera,Rougned Odor,Shin-Soo Choo,Brian McCann,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.98525,49500.0,207.512975659,14.4053106755
892,Steven Moya,Victor Martinez,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.984583333,49000.0,285.183004569,16.8873622739
893,Victor Martinez,Miguel Sano,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,108.98425,49900.0,361.857008771,19.0225394932
894,Troy Tulowitzki,Miguel Cabrera,Rougned Odor,Brian McCann,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.983916667,48500.0,335.154794776,18.3072334004
895,Troy Tulowitzki,Shin-Soo Choo,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.983583333,49200.0,289.489114838,17.0143796489
896,Miguel Cabrera,Brian McCann,Jason Kipnis,Coco Crisp,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.98225,48600.0,275.308774426,16.5924312391
897,Miguel Cabrera,Brian McCann,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.981583333,49000.0,287.181672103,16.9464353804
898,Victor Martinez,Josh Reddick,Carlos Correa,Rich Hill,Mark Reynolds,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.980583333,49600.0,224.485263522,14.9828322931
899,Miguel Cabrera,Evan Gattis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.98025,48800.0,224.195221242,14.9731500107
900,Prince Fielder,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.979916667,48400.0,320.549571781,17.9038982286
901,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Carlos Beltran,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.979583333,49900.0,279.754857375,16.7258738897
902,Miguel Cabrera,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Alex Gordon,Bryce Harper,108.97925,48700.0,335.695035037,18.3219822901
903,Russell Martin,Edwin Encarnacion,Carlos Beltran,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.978916667,49800.0,298.091455008,17.2653252216
904,Edwin Encarnacion,Victor Martinez,Starlin Castro,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.978583333,49300.0,276.069658187,16.6153440586
905,Russell Martin,Jason Kipnis,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.97825,48600.0,209.6908292,14.480705411
906,Miguel Cabrera,Brian Dozier,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,108.977916667,49800.0,287.525106203,16.9565652832
907,Miguel Cabrera,Rougned Odor,Stephen Vogt,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.977583333,49100.0,304.532778583,17.4508675596
908,Shin-Soo Choo,Carlos Santana,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.97725,49800.0,293.918955842,17.144064741
909,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,108.976916667,48700.0,364.20326948,19.0841103927
910,Miguel Cabrera,Khris Davis,Rich Hill,Cameron Rupp,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.976583333,49600.0,249.492952219,15.7953459037
911,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.975916667,49300.0,294.576395322,17.1632279983
912,Troy Tulowitzki,Miguel Cabrera,Josh Reddick,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.975583333,48900.0,304.833111827,17.4594705483
913,Brian McCann,Jed Lowrie,Rich Hill,Mark Reynolds,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.97425,49700.0,357.991579405,18.920665406
914,Edwin Encarnacion,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Jayson Werth,Bryce Harper,108.97325,49200.0,356.025310774,18.8686329864
915,Victor Martinez,Rougned Odor,Prince Fielder,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.972916667,48900.0,286.608616996,16.9295191011
916,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,108.97225,48500.0,327.246864145,18.0899658414
917,Russell Martin,Miguel Cabrera,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,108.971583333,48400.0,322.53465251,17.9592497758
918,Steven Moya,Miguel Cabrera,Brian Dozier,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.970916667,48800.0,292.301493088,17.0968269889
919,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Wilson Ramos,Bryce Harper,108.97025,49900.0,336.285685921,18.3380938464
920,Troy Tulowitzki,Brian McCann,Jose Altuve,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.969916667,48900.0,235.193817796,15.3360300533
921,Troy Tulowitzki,Miguel Cabrera,Nomar Mazara,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.969583333,47500.0,295.058241925,17.1772594416
922,Miguel Cabrera,Francisco Lindor,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,108.96925,49600.0,330.844508395,18.1891316009
923,Edwin Encarnacion,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,108.968916667,48300.0,321.51394446,17.930809922
924,Nomar Mazara,Brian McCann,Jose Altuve,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.968583333,49500.0,231.766008993,15.2238631429
925,Prince Fielder,Miguel Sano,Brian McCann,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.96825,49800.0,220.540236002,14.8505971598
926,Miguel Cabrera,Stephen Vogt,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.967916667,49800.0,317.628884529,17.8221459014
927,Troy Tulowitzki,Victor Martinez,Jason Kipnis,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,108.96725,49200.0,340.626767735,18.4560767157
928,Russell Martin,Rougned Odor,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.966583333,48800.0,284.869691954,16.8780831836
929,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Nomar Mazara,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.96625,49900.0,312.040422798,17.6646659407
930,Ian Kinsler,Miguel Cabrera,Carlos Beltran,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,108.96525,49700.0,299.644138325,17.3102321858
931,Troy Tulowitzki,Miguel Cabrera,Jason Kipnis,Stephen Vogt,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.964583333,47500.0,271.088605291,16.4647686073
932,Miguel Cabrera,Victor Martinez,Jurickson Profar,Carlos Beltran,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.96425,49400.0,261.665876015,16.1760896392
933,Jose Altuve,Stephen Vogt,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.963583333,49500.0,246.984043093,15.7157259805
934,Victor Martinez,Prince Fielder,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.96325,49600.0,299.273430378,17.2995211026
935,Carlos Santana,Jason Kipnis,George Springer,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.962916667,49200.0,206.181925765,14.3590363801
936,Edwin Encarnacion,Brett Gardner,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.962583333,50000.0,294.993837936,17.1753846518
937,Steven Moya,Miguel Cabrera,Jason Kipnis,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.960916667,47800.0,289.833286285,17.024490779
938,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Rougned Odor,Carlos Beltran,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.96025,49400.0,307.205112949,17.5272676978
939,Victor Martinez,Jason Kipnis,Jacoby Ellsbury,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.959916667,49300.0,285.615666434,16.9001676452
940,Justin Upton,Victor Martinez,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.95925,49900.0,335.041636135,18.3041425949
941,Miguel Cabrera,Shin-Soo Choo,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Daniel Murphy,Bryce Harper,108.958916667,49800.0,363.985202271,19.0783962185
942,Russell Martin,Miguel Cabrera,Miguel Sano,Francisco Lindor,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.95825,49300.0,264.717068201,16.2701280942
943,Miguel Cabrera,Miguel Sano,Jurickson Profar,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.957916667,49300.0,288.127467613,16.9743178836
944,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,108.957583333,48700.0,317.492920008,17.8183310107
945,Russell Martin,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,108.956916667,49500.0,303.761210949,17.4287466833
946,Miguel Cabrera,Victor Martinez,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,108.956583333,50000.0,279.706052865,16.7244148736
947,Russell Martin,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.955916667,48400.0,253.931617117,15.9352319442
948,Troy Tulowitzki,Miguel Cabrera,Rich Hill,Nick Hundley,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.95525,50000.0,349.75721443,18.7017970909
949,Miguel Cabrera,Victor Martinez,Jason Kipnis,Josh Reddick,Marcus Semien,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.954916667,48900.0,264.130924241,16.2521052249
950,Miguel Cabrera,Miguel Sano,Robinson Chirinos,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.95425,49300.0,273.415069191,16.5352674363
951,Miguel Cabrera,Rougned Odor,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Jayson Werth,Bryce Harper,108.953916667,48700.0,364.908280897,19.1025726251
952,Khris Davis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,108.953583333,49900.0,451.466195691,21.2477338954
953,Edwin Encarnacion,Brian McCann,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.95325,49700.0,302.973435935,17.406132136
954,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Rich Hill,Cameron Rupp,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.952916667,49800.0,305.934156153,17.4909735622
955,Miguel Cabrera,Jason Kipnis,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,108.951916667,49100.0,319.84861752,17.8843120505
956,Francisco Lindor,Brian McCann,Jason Kipnis,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.951583333,48700.0,266.706725943,16.3311581323
957,Carlos Santana,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,108.95125,49700.0,365.6205234,19.1212061178
958,Troy Tulowitzki,Victor Martinez,Carlos Santana,Jose Altuve,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.950583333,49900.0,207.209845726,14.3947853658
959,Ian Kinsler,Miguel Cabrera,Victor Martinez,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.95025,49800.0,302.557980606,17.3941938763
960,Miguel Cabrera,Miguel Sano,Jason Kipnis,Carlos Correa,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.949583333,49300.0,194.614789231,13.9504404673
961,Miguel Sano,Evan Gattis,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.94925,49800.0,259.518684529,16.1095836237
962,Miguel Cabrera,Francisco Lindor,Brian McCann,Khris Davis,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.948916667,49300.0,300.681648362,17.340174404
963,Miguel Cabrera,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Franklin Gutierrez,Bryce Harper,108.948583333,49200.0,335.997470071,18.3302337702
964,Russell Martin,Miguel Cabrera,Jason Kipnis,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.94825,48500.0,261.195646472,16.1615483934
965,Prince Fielder,Shin-Soo Choo,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.947583333,48700.0,294.219313472,17.152822318
966,Troy Tulowitzki,Edwin Encarnacion,Josh Reddick,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.94725,49600.0,340.728802746,18.4588407747
967,Steven Moya,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.946583333,48900.0,351.481466937,18.7478389938
968,Miguel Cabrera,Brian Dozier,Josh Reddick,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.94625,49800.0,236.979049918,15.3941238763
969,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.945916667,49900.0,370.546184096,19.2495762056
970,Rougned Odor,Carlos Beltran,Carlos Santana,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.945583333,49600.0,315.534186141,17.7632819642
971,Edwin Encarnacion,Jurickson Profar,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,108.94525,49400.0,296.325113783,17.2140963685
972,Russell Martin,Ian Kinsler,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.944916667,49300.0,292.540600279,17.1038182953
973,Troy Tulowitzki,Miguel Sano,Rich Hill,Mark Reynolds,Nick Hundley,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.944583333,49900.0,357.757842315,18.9144876303
974,Miguel Cabrera,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Wilson Ramos,Jayson Werth,Bryce Harper,108.94425,49400.0,379.122367904,19.4710648888
975,Edwin Encarnacion,Jason Kipnis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,108.943916667,48700.0,299.246507937,17.2987429583
976,Miguel Cabrera,Carlos Beltran,Brian McCann,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.94325,48400.0,302.01008284,17.3784372957
977,Troy Tulowitzki,Ian Kinsler,Miguel Cabrera,Victor Martinez,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.942916667,50000.0,360.437229454,18.9851844725
978,Jurickson Profar,Shin-Soo Choo,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.942583333,49600.0,318.974959265,17.8598700797
979,Miguel Cabrera,Victor Martinez,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,108.941916667,48600.0,239.574432156,15.4781921475
980,Troy Tulowitzki,Edwin Encarnacion,Rougned Odor,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,108.94125,49400.0,340.180719519,18.4439887096
981,Troy Tulowitzki,Edwin Encarnacion,Ian Desmond,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.939916667,49800.0,308.096742136,17.5526847558
982,Steven Moya,Victor Martinez,Rougned Odor,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.939583333,49400.0,318.867066657,17.8568492925
983,Victor Martinez,Jed Lowrie,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.93925,49600.0,211.530243182,14.5440793171
984,Victor Martinez,Jason Kipnis,Josh Reddick,Carlos Correa,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.938916667,49100.0,180.720457053,13.4432309008
985,Troy Tulowitzki,Rougned Odor,Shin-Soo Choo,Brian McCann,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.938583333,49600.0,319.294823264,17.8688226603
986,Ian Kinsler,Miguel Cabrera,Brian McCann,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.937916667,49100.0,302.344809037,17.3880651321
987,Miguel Cabrera,Victor Martinez,Miguel Sano,Josh Reddick,Rich Hill,Trevor Story,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.937583333,49600.0,302.306306848,17.3869579527
988,Russell Martin,Edwin Encarnacion,Carlos Beltran,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.93725,49300.0,289.024105848,17.0007089807
989,Steven Moya,Edwin Encarnacion,Ian Kinsler,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.936916667,49700.0,282.68725732,16.8133059605
990,Miguel Cabrera,Jason Kipnis,Rich Hill,Nick Hundley,Odubel Herrera,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.936583333,49800.0,275.027380761,16.5839494922
991,Miguel Cabrera,Victor Martinez,Khris Davis,Carlos Correa,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.93625,49700.0,229.025854075,15.133600169
992,Miguel Cabrera,Eduardo Nunez,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.935583333,50000.0,255.134709182,15.9729367739
993,Edwin Encarnacion,Brian McCann,Jason Kipnis,Rich Hill,Peter Bourjos,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.934916667,49900.0,262.415355064,16.199239336
994,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Brian Dozier,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,108.93425,50000.0,339.480102869,18.4249858309
995,Miguel Cabrera,Shin-Soo Choo,Starlin Castro,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.933916667,48600.0,280.337014506,16.7432677368
996,Miguel Cabrera,Victor Martinez,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Whit Merrifield,Bryce Harper,108.933583333,48800.0,316.394355953,17.7874775039
997,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Rich Hill,Cody Asche,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,108.93325,50000.0,332.851541882,18.24421941
998,Miguel Cabrera,Brian McCann,Lonnie Chisenhall,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.932916667,48800.0,193.370736413,13.9057806833
999,Victor Martinez,Carlos Santana,Francisco Lindor,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.93225,49700.0,283.47647009,16.836759489
