,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Points,salary,variance,stdev
761,Ian Kinsler,Miguel Cabrera,Victor Martinez,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.054916667,50000.0,308.565369469,17.5660288474
762,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Alex Gordon,Bryce Harper,109.054583333,49100.0,310.258534324,17.614157213
763,Miguel Cabrera,Jason Kipnis,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.05425,49000.0,263.143113019,16.2216865035
764,Miguel Cabrera,Miguel Sano,Jed Lowrie,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.053916667,49200.0,306.174700223,17.4978484455
765,Justin Upton,Miguel Cabrera,Rougned Odor,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.053583333,48600.0,316.416854519,17.7881099198
766,Khris Davis,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.052583333,49500.0,414.476452621,20.3586947671
767,Edwin Encarnacion,Brian McCann,Lonnie Chisenhall,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.05225,49300.0,265.980276015,16.3089017415
768,Edwin Encarnacion,Evan Gattis,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.050916667,49100.0,223.640932234,14.9546291239
769,Miguel Cabrera,Miguel Sano,Brian McCann,Marcus Semien,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.05025,49800.0,290.074074193,17.0315611202
770,Miguel Cabrera,Victor Martinez,Lonnie Chisenhall,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.049916667,49700.0,205.520344038,14.3359807491
771,Jason Kipnis,Stephen Vogt,Rich Hill,Mark Reynolds,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.04925,49900.0,327.903018618,18.1080926278
772,Russell Martin,Miguel Cabrera,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.048916667,49500.0,309.095816796,17.5811210335
773,Miguel Cabrera,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Daniel Murphy,Bryce Harper,109.048583333,48600.0,366.411169438,19.1418695387
774,Carlos Santana,Jason Kipnis,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.04725,49000.0,213.899434179,14.6253011654
775,Ian Kinsler,Miguel Cabrera,Francisco Lindor,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.046583333,49400.0,268.034723063,16.3717660337
776,Troy Tulowitzki,Edwin Encarnacion,Josh Reddick,Rich Hill,Nick Hundley,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.04625,49200.0,343.520763133,18.5343131282
777,Jason Kipnis,Rich Hill,Mark Reynolds,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.045916667,49100.0,373.974147942,19.3384112052
778,Steven Moya,Brian McCann,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.045583333,48500.0,333.117685174,18.25151186
779,Steven Moya,Miguel Cabrera,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.04525,47600.0,297.002007326,17.2337461779
780,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jose Altuve,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.044916667,48900.0,260.479261166,16.1393699123
781,Russell Martin,Jose Altuve,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.044583333,49200.0,237.930424954,15.4249935155
782,Russell Martin,Miguel Cabrera,Nomar Mazara,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.04425,47800.0,272.071006926,16.4945750756
783,Justin Upton,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.043916667,49300.0,323.216788142,17.9782309514
784,Edwin Encarnacion,Rougned Odor,Francisco Lindor,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.042583333,49800.0,257.966629588,16.0613395951
785,Russell Martin,Miguel Cabrera,Carlos Beltran,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.041916667,49200.0,279.830115073,16.7281234773
786,Miguel Cabrera,Shin-Soo Choo,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.04125,48500.0,308.554761244,17.565726892
787,Miguel Cabrera,Brian McCann,Rich Hill,Peter Bourjos,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.039583333,49800.0,280.096708462,16.7360899992
788,Russell Martin,Miguel Cabrera,Miguel Sano,Jurickson Profar,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.038916667,49000.0,295.758040203,17.1976172827
789,Shin-Soo Choo,Brian McCann,Jed Lowrie,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.038583333,49500.0,313.18372661,17.6969976722
790,Miguel Cabrera,Brian McCann,Jacoby Ellsbury,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.037583333,49000.0,217.287936991,14.7406898411
791,Prince Fielder,Brian McCann,Jason Kipnis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.03725,47500.0,280.037281706,16.7343144976
792,Edwin Encarnacion,Brian McCann,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.036916667,49700.0,231.63581335,15.2195865039
793,Steven Moya,Edwin Encarnacion,Brian McCann,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.036583333,49600.0,214.247058743,14.6371806965
794,Carlos Santana,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Wilson Ramos,Bryce Harper,109.035583333,49500.0,393.803612585,19.8444856972
795,Russell Martin,Troy Tulowitzki,Miguel Cabrera,Rougned Odor,Miguel Sano,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.034916667,49000.0,298.85425204,17.287401541
796,Miguel Cabrera,Francisco Lindor,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.034583333,48800.0,263.058422775,16.2190758915
797,Miguel Sano,Brian McCann,Carlos Correa,Rich Hill,Mark Reynolds,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.03425,50000.0,233.204583051,15.2710373928
798,Ian Kinsler,Miguel Cabrera,Victor Martinez,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.033916667,49800.0,224.716725553,14.9905545445
799,Jurickson Profar,Brian McCann,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.03225,48400.0,311.655647072,17.6537714688
800,Troy Tulowitzki,Edwin Encarnacion,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.031583333,49400.0,374.990174284,19.3646630305
801,Edwin Encarnacion,Nomar Mazara,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.03025,50000.0,391.024866848,19.7743487086
802,Victor Martinez,Rougned Odor,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.029583333,50000.0,333.929420121,18.2737358009
803,Carlos Santana,Jose Altuve,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.02925,49800.0,226.002537858,15.033380786
804,Troy Tulowitzki,Miguel Sano,Rich Hill,Mark Reynolds,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.028916667,49700.0,337.836203516,18.3803210939
805,Troy Tulowitzki,Rougned Odor,Brian McCann,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.02825,48400.0,317.743295355,17.8253554061
806,Rougned Odor,Nomar Mazara,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.026916667,49000.0,333.341962933,18.2576549133
807,Rougned Odor,Prince Fielder,Miguel Sano,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.026583333,49300.0,327.695696711,18.1023671577
808,Steven Moya,Victor Martinez,Carlos Santana,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.02625,49500.0,268.534626265,16.3870261569
809,Miguel Cabrera,Brett Gardner,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.025583333,49400.0,310.223510471,17.6131629888
810,Troy Tulowitzki,Shin-Soo Choo,Carlos Santana,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.02525,49700.0,313.070048473,17.6937855891
811,Troy Tulowitzki,Miguel Cabrera,Carlos Beltran,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.024583333,48000.0,298.21157657,17.2688035651
812,Miguel Cabrera,Victor Martinez,Francisco Lindor,Jason Kipnis,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.02425,49700.0,298.882597644,17.2882213557
813,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Franklin Gutierrez,Bryce Harper,109.023916667,49600.0,304.394086619,17.4468933228
814,Miguel Cabrera,Starlin Castro,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.023583333,47400.0,289.578041359,17.0169927237
815,Miguel Cabrera,Francisco Lindor,Brian McCann,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.022583333,49600.0,185.282577671,13.6118543069
816,Brian Dozier,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.02225,49700.0,329.189105038,18.1435692475
817,Rougned Odor,Stephen Vogt,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.021916667,49000.0,317.470201057,17.8176934831
818,Ian Kinsler,Miguel Cabrera,Khris Davis,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.021583333,49900.0,318.964227866,17.8595696439
819,Josh Reddick,Rich Hill,Mark Reynolds,Cameron Rupp,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.020916667,49500.0,305.13609877,17.4681452584
820,Troy Tulowitzki,Victor Martinez,Jason Kipnis,George Springer,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.020583333,49200.0,213.652718229,14.6168641722
821,Russell Martin,Ian Kinsler,Miguel Cabrera,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.019916667,49300.0,311.619835224,17.6527571564
822,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.019583333,49800.0,306.843228688,17.516941191
823,Troy Tulowitzki,Brian McCann,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.018583333,49100.0,343.26278723,18.5273524075
824,Miguel Cabrera,Carlos Beltran,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.01825,48600.0,253.578993299,15.9241638179
825,Carlos Santana,Brian McCann,Rich Hill,Cody Asche,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.017583333,49800.0,283.533172825,16.8384433017
826,Nomar Mazara,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.01725,49700.0,357.651422789,18.911674246
827,Prince Fielder,Miguel Sano,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.016916667,50000.0,330.520329767,18.1802180891
828,Miguel Cabrera,Brian McCann,Jose Altuve,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.016583333,48800.0,136.908402334,11.7007863981
829,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,109.01625,48900.0,279.280840515,16.7116977149
830,Troy Tulowitzki,Carlos Santana,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.015916667,48900.0,311.092481217,17.637813958
831,Justin Upton,Edwin Encarnacion,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.015583333,50000.0,342.121245983,18.4965198344
832,Edwin Encarnacion,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Jayson Werth,Bryce Harper,109.014916667,49700.0,404.055438505,20.1011302793
833,Troy Tulowitzki,Edwin Encarnacion,Brian Dozier,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.014583333,49700.0,317.047439213,17.8058259908
834,Ian Kinsler,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.013916667,49700.0,278.428152285,16.6861664946
835,Russell Martin,Rougned Odor,Shin-Soo Choo,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.01325,49900.0,315.237297,17.7549231764
836,Victor Martinez,Jurickson Profar,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.012916667,49400.0,248.596099423,15.7669305644
837,Troy Tulowitzki,Miguel Cabrera,Jason Kipnis,Rich Hill,Nick Hundley,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.012583333,49100.0,303.935083196,17.4337340577
838,Stephen Vogt,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.01225,49700.0,359.98852858,18.9733636601
839,Miguel Cabrera,Rich Hill,Cody Asche,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.011916667,49900.0,324.801156211,18.0222405991
840,Troy Tulowitzki,Miguel Cabrera,Jose Altuve,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.01125,48500.0,222.100690887,14.9030430076
841,Jason Kipnis,Khris Davis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.010916667,49000.0,348.837824989,18.6772006733
842,Edwin Encarnacion,Brian McCann,Jason Kipnis,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.010583333,48800.0,267.259890509,16.3480852245
843,Miguel Cabrera,Victor Martinez,George Springer,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.009916667,50000.0,150.866649562,12.2827785766
844,Carlos Santana,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.009583333,49500.0,316.994140859,17.8043292729
845,Edwin Encarnacion,Jason Kipnis,Evan Gattis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.00925,48600.0,212.362812194,14.5726734745
846,Troy Tulowitzki,Victor Martinez,Rougned Odor,Carlos Santana,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.008916667,49400.0,288.171068,16.9756021396
847,Miguel Cabrera,Miguel Sano,Brian McCann,Jason Kipnis,Marcus Semien,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.008583333,49300.0,261.618843348,16.1746358026
848,Edwin Encarnacion,Jed Lowrie,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.007583333,48900.0,312.456126054,17.6764285435
849,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jed Lowrie,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.006583333,48200.0,325.542268378,18.0427899278
850,Troy Tulowitzki,Miguel Cabrera,Stephen Vogt,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.00625,48000.0,307.514952285,17.5361042505
851,Miguel Cabrera,Victor Martinez,Nomar Mazara,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.00525,48800.0,306.378655386,17.5036754822
852,Miguel Cabrera,Nomar Mazara,Stephen Vogt,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.004916667,48600.0,265.883295866,16.305928243
853,Troy Tulowitzki,Edwin Encarnacion,Jason Kipnis,Josh Reddick,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.004583333,48700.0,312.48602073,17.6772741318
854,Steven Moya,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.003916667,48000.0,303.531972247,17.422168988
855,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Jason Kipnis,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.00325,49000.0,330.182548316,18.170925907
856,Steven Moya,Miguel Cabrera,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.002583333,48300.0,314.113949973,17.7232601395
857,Rougned Odor,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.00225,49400.0,254.59400745,15.956002239
858,Victor Martinez,Jacoby Ellsbury,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.001583333,49800.0,298.645521364,17.2813634116
859,Victor Martinez,Prince Fielder,Jason Kipnis,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.00025,49800.0,260.08197327,16.1270571795
860,Russell Martin,Miguel Cabrera,Miguel Sano,Francisco Lindor,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.999916667,49800.0,286.471295155,16.9254629229
861,Carlos Santana,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,108.99925,49200.0,348.797690567,18.6761262195
862,Edwin Encarnacion,Jurickson Profar,Brian McCann,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.998583333,49400.0,194.4996627,13.9463135882
863,Russell Martin,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.997583333,48900.0,286.946424265,16.9394930345
864,Miguel Cabrera,Victor Martinez,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Alex Gordon,Daniel Murphy,Bryce Harper,108.99725,50000.0,388.304254888,19.705437191
865,Miguel Cabrera,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,108.996916667,49900.0,345.115912396,18.5772956158
866,Miguel Cabrera,Victor Martinez,Josh Reddick,Marcus Semien,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.996583333,49400.0,291.26878085,17.0665983972
867,Miguel Cabrera,Shin-Soo Choo,Jed Lowrie,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.995583333,49300.0,280.910415328,16.7603823145
868,Justin Upton,Miguel Cabrera,Brian McCann,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.99525,49100.0,237.995133857,15.4270909071
869,Miguel Cabrera,Victor Martinez,Miguel Sano,Jason Kipnis,Josh Reddick,Rich Hill,Trevor Story,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.994916667,48700.0,281.438273469,16.7761221225
870,Troy Tulowitzki,Edwin Encarnacion,Rougned Odor,Brian McCann,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.994583333,49400.0,234.080502568,15.2996896232
871,Russell Martin,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.993916667,49700.0,294.336788631,17.1562463444
872,Miguel Cabrera,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Jayson Werth,Bryce Harper,108.993583333,49300.0,395.969645218,19.8989860349
873,Francisco Lindor,Brian McCann,Josh Reddick,Rich Hill,Mark Reynolds,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.99325,49200.0,306.073992076,17.4949704794
874,Miguel Cabrera,Eduardo Nunez,Brian McCann,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.992916667,49100.0,228.831939024,15.1271920403
875,Miguel Sano,Brian McCann,Jason Kipnis,Carlos Correa,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.992583333,49500.0,191.557976693,13.8404471277
876,Ian Kinsler,Miguel Cabrera,George Springer,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.99225,49600.0,212.542514495,14.5788378993
877,Carlos Santana,Brian McCann,Jed Lowrie,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.991916667,48400.0,302.254991943,17.3854822177
878,Edwin Encarnacion,Jason Kipnis,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,108.991583333,49800.0,274.969881942,16.5822158333
879,Miguel Cabrera,Rougned Odor,Brian McCann,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.99125,48300.0,274.421260099,16.5656650968
880,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Cody Asche,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.990583333,49100.0,327.991566334,18.1105374391
881,Russell Martin,Miguel Cabrera,Rich Hill,Cody Asche,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.989916667,49000.0,259.586297489,16.1116820192
882,Prince Fielder,Shin-Soo Choo,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,108.98925,49200.0,299.811984407,17.3150796824
883,Rich Hill,Mark Reynolds,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Bryce Harper,108.988583333,50000.0,465.142484765,21.5671621862
